pitch_type,pitcher,batter,pitcher_ID,batter_ID,speed,pitch_result,pa_result,pa_result_detail,description,balls,strikes,outs,inning,inning_topbot,score_away,score_home,outs_on_play,runs_scored,stands,throws,on_1b,on_2b,on_3b,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,on_1b_id,on_2b_id,on_3b_id,pos_1_id,pos_2_id,pos_3_id,pos_4_id,pos_5_id,pos_6_id,pos_7_id,pos_8_id,pos_9_id,px,pz,pfx_x,pfx_z,pfx_x_raw,pfx_z_raw,x0,z0,sz_top,sz_bot,y0,vx0,vy0,vz0,ax,ay,az,game_date,home,away,home_alias,away_alias,stadium,referee,pa_number,pitch_number,pitchID,gameID,wpa_rt,after_we_rt
체인지업,감보아,오선진,55532,78756,137,파울,,,,0,1,1,2,T,0,4,0,0,우,좌,이형종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78135,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.509,1.655,6.881,12.251,-6.112,-13.489,1.377,6.343,3.247,1.575,50,-6.766,-123.139,-8.672,10.592,23.869,-13.316,20250603,LT,WO,롯데,키움,사직,박종철,14,2,250603_172810,20250603WOLT02025,,
직구,감보아,오선진,55532,78756,152,볼,,,,0,2,1,2,T,0,4,0,0,우,좌,이형종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78135,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.505,1.271,1.381,9.869,-6.061,-11.08,1.087,6.23,3.247,1.575,50,-4.781,-135.911,-10.89,2.619,25.83,-13.453,20250603,LT,WO,롯데,키움,사직,박종철,14,3,250603_172952,20250603WOLT02025,,
직구,감보아,오선진,55532,78756,153,파울,,,,1,2,1,2,T,0,4,0,0,우,좌,이형종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78135,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.41,2.433,5.404,10.829,4.924,-9.307,1.154,6.359,3.247,1.575,50,-3.927,-137.151,-8.55,10.353,28.685,-11.428,20250603,LT,WO,롯데,키움,사직,박종철,14,4,250603_173015,20250603WOLT02025,,
슬라이더,감보아,오선진,55532,78756,144,파울,,,,1,2,1,2,T,0,4,0,0,우,좌,이형종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78135,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.256,2.994,2.121,3.064,3.071,-24.745,1.798,6.42,3.247,1.575,50,-4.647,-129.911,-3.488,3.6,28.968,-26.974,20250603,LT,WO,롯데,키움,사직,박종철,14,5,250603_173042,20250603WOLT02025,,
슬라이더,감보아,오선진,55532,78756,143,파울,,,,1,2,1,2,T,0,4,0,0,우,좌,이형종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78135,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.01,3.173,1.514,-0.128,-0.122,-29.524,1.606,6.262,3.247,1.575,50,-4.655,-128.573,-1.612,2.6,20.118,-32.394,20250603,LT,WO,롯데,키움,사직,박종철,14,6,250603_173116,20250603WOLT02025,,
직구,감보아,오선진,55532,78756,151,볼,,,,1,2,1,2,T,0,4,0,0,우,좌,이형종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78135,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,1.28,1.726,5.775,14.758,15.366,-4.091,1.351,6.493,3.247,1.575,50,-2.192,-135.228,-11.814,10.688,29.608,-4.859,20250603,LT,WO,롯데,키움,사직,박종철,14,7,250603_173142,20250603WOLT02025,,
슬라이더,감보아,오선진,55532,78756,141,파울,,,,2,2,1,2,T,0,4,0,0,우,좌,이형종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78135,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-1.029,2.606,-0.897,1.77,-12.35,-27.675,1.403,6.384,3.247,1.575,50,-5.834,-128.64,-3.709,-1.474,31.557,-29.266,20250603,LT,WO,롯데,키움,사직,박종철,14,8,250603_173205,20250603WOLT02025,,
직구,감보아,오선진,55532,78756,152,파울,,,,2,2,1,2,T,0,4,0,0,우,좌,이형종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78135,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.494,3.503,3.327,6.587,-5.934,-16.007,1.036,6.397,3.247,1.575,50,-5.319,-137.187,-4.229,6.352,29.858,-19.599,20250603,LT,WO,롯데,키움,사직,박종철,14,9,250603_173233,20250603WOLT02025,,
슬라이더,감보아,오선진,55532,78756,140,타격,안타,안타,오선진 : 중견수 앞 1루타; 1루주자 이형종 : 2루까지 진루;,2,2,1,2,T,0,4,0,0,우,좌,이형종,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78135,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.63,2.961,-1.043,-3.104,-7.563,-35.651,1.523,6.2,3.247,1.575,50,-5.05,-127.258,-0.671,-1.694,28.367,-37.218,20250603,LT,WO,롯데,키움,사직,박종철,14,10,250603_173303,20250603WOLT02025,2.5,20.8
직구,감보아,송지후,55532,54394,152,스트라이크,,,,0,0,1,2,T,0,4,0,0,우,좌,오선진,이형종,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78756,78135,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.526,2.473,4.545,10.193,-6.315,-11.039,1.234,6.314,3.195,1.55,50,-6.293,-135.411,-7.82,8.468,28.656,-13.186,20250603,LT,WO,롯데,키움,사직,박종철,15,1,250603_173351,20250603WOLT02025,,
슬라이더,감보아,송지후,55532,54394,145,스트라이크,,,,0,1,1,2,T,0,4,0,0,우,좌,오선진,이형종,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78756,78135,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.393,1.889,0.704,1.83,-4.719,-26.033,1.632,6.261,3.195,1.55,50,-5.473,-131.416,-5.695,1.22,30.046,-29.002,20250603,LT,WO,롯데,키움,사직,박종철,15,2,250603_173411,20250603WOLT02025,,
슬라이더,감보아,송지후,55532,54394,145,타격,포스 아웃,땅볼 아웃,송지후 : 1루수 땅볼 아웃 (1루수 1루 터치아웃); 1루주자 오선진 : 2루까지 진루; 2루주자 이형종 : 3루까지 진루;,0,2,1,2,T,0,4,1,0,우,좌,오선진,이형종,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,78756,78135,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.368,1.629,0.703,2.539,4.417,-25.336,1.87,6.239,3.195,1.55,50,-4.089,-130.389,-6.416,1.202,29.075,-27.831,20250603,LT,WO,롯데,키움,사직,박종철,15,3,250603_173435,20250603WOLT02025,-2.4,18.4
커브,감보아,어준서,55532,55392,126,볼,,,,0,0,2,2,T,0,4,0,0,좌,좌,,오선진,이형종,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,78756,78135,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.506,5.979,-2.189,-9.91,-6.069,-54.412,1.508,6.786,3.351,1.625,50,-3.85,-112.326,8.298,-2.824,18.491,-44.958,20250603,LT,WO,롯데,키움,사직,박종철,16,1,250603_173523,20250603WOLT02025,,
직구,감보아,어준서,55532,55392,150,타격,필드 아웃,플라이 아웃,어준서 : 유격수 플라이 아웃;,1,0,2,2,T,0,4,1,0,좌,좌,,오선진,이형종,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,78756,78135,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.613,3.378,6.853,13.151,7.353,-6.747,1.193,6.636,3.351,1.625,50,-3.912,-135.265,-7.179,12.611,31.37,-7.974,20250603,LT,WO,롯데,키움,사직,박종철,16,2,250603_173544,20250603WOLT02025,-4,14.4
직구,김연주,정훈,54368,60523,139,파울,,,,0,0,0,2,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.307,2.069,-10.682,3.281,-3.688,-26.586,-1.212,5.078,3.334,1.617,50,5.657,-124.946,-1.958,-16.902,24.968,-26.982,20250603,LT,WO,롯데,키움,사직,박종철,17,1,250603_173757,20250603WOLT02025,,
슬라이더,김연주,정훈,54368,60523,123,헛스윙,,,,0,1,0,2,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.933,1.538,-3.506,-1.267,11.2,-42.297,-1.195,5.172,3.334,1.617,50,5.655,-110.579,-0.24,-4.365,18.699,-33.752,20250603,LT,WO,롯데,키움,사직,박종철,17,2,250603_173822,20250603WOLT02025,,
슬라이더,김연주,정훈,54368,60523,127,타격,포스 아웃,땅볼 아웃,정훈 : 3루수 땅볼 아웃 (3루수->1루수 송구아웃);,0,2,0,2,B,0,4,1,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.069,1.444,0.031,-2.584,12.832,-42.945,-1.071,5.138,3.334,1.617,50,4.757,-113.537,-0.256,0.04,23.812,-35.495,20250603,LT,WO,롯데,키움,사직,박종철,17,3,250603_173841,20250603WOLT02025,-1,84.6
슬라이더,김연주,장두성,54368,68507,123,스트라이크,,,,0,0,1,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.172,2.337,-1.17,-0.025,2.062,-40.789,-1.267,5.284,3.234,1.568,50,3.461,-110.842,0.985,-1.437,22.198,-32.204,20250603,LT,WO,롯데,키움,사직,박종철,18,1,250603_173917,20250603WOLT02025,,
직구,김연주,장두성,54368,68507,141,헛스윙,,,,0,1,1,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.971,2.249,-5.752,5.248,-11.655,-22.795,-1.269,4.947,3.234,1.568,50,2.608,-126.449,-1.993,-9.313,25.792,-23.677,20250603,LT,WO,롯데,키움,사직,박종철,18,2,250603_173936,20250603WOLT02025,,
체인지업,김연주,장두성,54368,68507,130,볼,,,,0,2,1,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.108,0.608,-11.661,5.96,1.302,-27.311,-1.143,5.101,3.234,1.568,50,6.35,-116.813,-5.094,-15.959,23.954,-24.018,20250603,LT,WO,롯데,키움,사직,박종철,18,3,250603_173954,20250603WOLT02025,,
슬라이더,김연주,장두성,54368,68507,126,파울,,,,1,2,1,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.984,1.468,-0.264,-0.968,11.808,-40.456,-1.221,5.07,3.234,1.568,50,4.986,-112.807,-0.514,-0.34,20.681,-33.421,20250603,LT,WO,롯데,키움,사직,박종철,18,4,250603_174013,20250603WOLT02025,,
직구,김연주,장두성,54368,68507,143,볼,,,,1,2,1,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-1.553,2.644,-7.292,9.229,-18.636,-15.486,-1.43,5.021,3.234,1.568,50,2.098,-128.419,-2.762,-12.249,25.129,-16.671,20250603,LT,WO,롯데,키움,사직,박종철,18,5,250603_174035,20250603WOLT02025,,
직구,김연주,장두성,54368,68507,140,파울,,,,2,2,1,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.872,1.87,-10.158,5.494,10.462,-23.169,-1.054,5.045,3.234,1.568,50,8.002,-125.467,-3.071,-16.035,27.687,-23.501,20250603,LT,WO,롯데,키움,사직,박종철,18,6,250603_174115,20250603WOLT02025,,
체인지업,김연주,장두성,54368,68507,122,파울,,,,2,2,1,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.213,2.016,-9.892,-2.36,2.554,-44.816,-1.136,5.092,3.234,1.568,50,5.707,-109.632,1.427,-12.065,19.006,-35.052,20250603,LT,WO,롯데,키움,사직,박종철,18,7,250603_174150,20250603WOLT02025,,
직구,김연주,장두성,54368,68507,143,헛스윙,삼진,삼진,장두성 : 삼진 아웃;,2,2,1,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.403,3.519,-6.611,6.118,-4.84,-20.724,-1.175,5.118,3.234,1.568,50,4.121,-127.605,0.322,-10.964,24.823,-22.028,20250603,LT,WO,롯데,키움,사직,박종철,18,8,250603_174220,20250603WOLT02025,-0.8,83.8
체인지업,김연주,고승민,54368,69517,126,스트라이크,,,,0,0,2,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.028,1.926,-11.775,2.487,0.333,-35.089,-1.103,5.198,3.457,1.677,50,5.92,-112.916,-0.774,-15.147,21.256,-28.975,20250603,LT,WO,롯데,키움,사직,박종철,19,1,250603_174254,20250603WOLT02025,,
슬라이더,김연주,고승민,54368,69517,127,볼,,,,0,1,2,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.622,0.628,5.496,-0.051,19.465,-38.117,-0.996,5.096,3.457,1.677,50,4.29,-114.348,-2.91,7.24,22.076,-32.241,20250603,LT,WO,롯데,키움,사직,박종철,19,2,250603_174312,20250603WOLT02025,,
체인지업,김연주,고승민,54368,69517,124,파울,,,,1,1,2,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.878,2.743,-10.878,-1.123,-10.538,-42.031,-1.281,5.236,3.457,1.677,50,3.972,-111.252,2.208,-13.524,21.447,-33.57,20250603,LT,WO,롯데,키움,사직,박종철,19,3,250603_174331,20250603WOLT02025,,
체인지업,김연주,고승민,54368,69517,129,볼,,,,1,2,2,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-1.815,3.534,-10.09,-3.039,-21.777,-41.236,-1.325,5.225,3.457,1.677,50,1.891,-116.149,4.014,-13.884,20.278,-36.356,20250603,LT,WO,롯데,키움,사직,박종철,19,4,250603_174357,20250603WOLT02025,,
체인지업,김연주,고승민,54368,69517,125,볼,,,,2,2,2,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-1.667,4.112,-10.235,-0.975,-20.007,-40.501,-1.264,5.435,3.457,1.677,50,2.059,-112.943,4.567,-13.157,21.496,-33.427,20250603,LT,WO,롯데,키움,사직,박종철,19,5,250603_174419,20250603WOLT02025,,
직구,김연주,고승민,54368,69517,141,타격,2루타,2루타,고승민 : 우중간 2루타;,3,2,2,2,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.125,3.389,-11.191,3.458,-1.498,-25.499,-1.274,5.043,3.457,1.677,50,6.513,-126.077,1.176,-18.195,23.208,-26.551,20250603,LT,WO,롯데,키움,사직,박종철,19,6,250603_174439,20250603WOLT02025,0.9,84.7
직구,김연주,레이예스,54368,54529,142,파울,,,,0,0,2,2,B,0,4,0,0,양,우,,고승민,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,69517,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.307,3.753,-4.951,7.576,3.685,-18.765,-1.019,5.274,3.579,1.736,50,4.948,-126.828,0.109,-8.127,24.021,-19.737,20250603,LT,WO,롯데,키움,사직,박종철,20,1,250603_174540,20250603WOLT02025,,
체인지업,김연주,레이예스,54368,54529,126,볼,,,,0,1,2,2,B,0,4,0,0,양,우,,고승민,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,69517,,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.511,2.034,-8.903,3.872,18.136,-32.169,-0.901,5.243,3.579,1.736,50,8.021,-113.933,-1.186,-11.685,21.228,-27.092,20250603,LT,WO,롯데,키움,사직,박종철,20,2,250603_174607,20250603WOLT02025,,
체인지업,김연주,레이예스,54368,54529,124,볼,,,,1,1,2,2,B,0,4,0,0,양,우,,고승민,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,69517,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.16,3.871,-12.905,-2.69,-1.922,-43.86,-1.229,5.284,3.579,1.736,50,6.059,-111.505,4.945,-16.332,19.071,-35.579,20250603,LT,WO,롯데,키움,사직,박종철,20,3,250603_174625,20250603WOLT02025,,
직구,김연주,레이예스,54368,54529,140,파울,,,,2,1,2,2,B,0,4,0,0,양,우,,고승민,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,69517,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.23,4.06,-6.505,8.452,2.761,-18.007,-1.151,5.226,3.579,1.736,50,5.541,-125.405,0.832,-10.474,22.736,-18.565,20250603,LT,WO,롯데,키움,사직,박종철,20,4,250603_174645,20250603WOLT02025,,
슬라이더,김연주,레이예스,54368,54529,129,파울,,,,2,2,2,2,B,0,4,0,0,양,우,,고승민,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,69517,,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.51,2.34,-3.342,0.175,18.116,-36.257,-1.264,5.185,3.579,1.736,50,7.376,-116.022,0.407,-4.595,19.944,-31.934,20250603,LT,WO,롯데,키움,사직,박종철,20,5,250603_174712,20250603WOLT02025,,
체인지업,김연주,레이예스,54368,54529,128,볼,,,,2,2,2,2,B,0,4,0,0,양,우,,고승민,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,69517,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-1.203,1.874,-10.43,0.534,-14.433,-36.751,-1.222,5.044,3.579,1.736,50,3.111,-115.091,-0.243,-13.903,22.588,-31.462,20250603,LT,WO,롯데,키움,사직,박종철,20,6,250603_174739,20250603WOLT02025,,
슬라이더,김연주,레이예스,54368,54529,125,볼,볼넷,볼넷,레이예스 : 볼넷;,3,2,2,2,B,0,4,0,0,양,우,,고승민,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,69517,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.981,0.903,1.16,-0.622,11.769,-40.069,-1.13,5.029,3.579,1.736,50,4.356,-112.519,-1.748,1.489,20.3,-32.972,20250603,LT,WO,롯데,키움,사직,박종철,20,7,250603_174805,20250603WOLT02025,0.4,85.1
직구,김연주,전준우,54368,78513,140,볼,,,,0,0,2,2,B,0,4,0,0,우,우,레이예스,고승민,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,54529,69517,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-1.195,2.097,-3.457,7.742,-14.344,-19.79,-1.238,5.026,3.389,1.644,50,1.213,-124.345,-3.149,-5.445,23.502,-19.979,20250603,LT,WO,롯데,키움,사직,박종철,21,1,250603_174845,20250603WOLT02025,,
슬라이더,김연주,전준우,54368,78513,126,헛스윙,,,,1,0,2,2,B,0,4,0,0,우,우,레이예스,고승민,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,54529,69517,,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.516,2.31,2.282,-0.364,18.188,-39.136,-1.041,5.218,3.389,1.644,50,5.055,-112.472,0.791,2.977,16.904,-32.649,20250603,LT,WO,롯데,키움,사직,박종철,21,2,250603_174906,20250603WOLT02025,,
슬라이더,김연주,전준우,54368,78513,128,타격,필드 아웃,플라이 아웃,전준우 : 우익수 플라이 아웃;,1,1,2,2,B,0,4,1,0,우,우,레이예스,고승민,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,54529,69517,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.364,2.481,-1.108,-2.02,4.368,-39.766,-1.25,5.124,3.389,1.644,50,4.039,-115.167,1.54,-1.524,16.524,-34.953,20250603,LT,WO,롯데,키움,사직,박종철,21,3,250603_174928,20250603WOLT02025,-1.9,83.2
직구,감보아,박수종,55532,52305,150,볼,,,,0,0,0,3,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.26,4.015,-0.748,12.079,3.121,-8.968,1.216,6.613,3.263,1.583,50,-2.264,-133.899,-4.879,-1.349,30.674,-10.388,20250603,LT,WO,롯데,키움,사직,박종철,22,1,250603_175139,20250603WOLT02025,,
직구,감보아,박수종,55532,52305,147,파울,,,,1,0,0,3,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.257,2.822,2.572,11.606,-3.09,-10.429,1.23,6.438,3.263,1.583,50,-4.739,-132.276,-7.149,4.52,30.322,-11.775,20250603,LT,WO,롯데,키움,사직,박종철,22,2,250603_175156,20250603WOLT02025,,
커브,감보아,박수종,55532,52305,127,볼,,,,1,1,0,3,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.389,1.476,-7.001,-9.067,4.674,-51.908,1.336,6.299,3.263,1.583,50,-0.087,-114.88,-1.124,-9.276,22.966,-44.188,20250603,LT,WO,롯데,키움,사직,박종철,22,3,250603_175219,20250603WOLT02025,,
직구,감보아,박수종,55532,52305,150,파울,,,,2,1,0,3,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.081,2.25,2.65,8.743,0.967,-13.648,1.039,6.251,3.263,1.583,50,-3.466,-135.168,-7.618,4.87,31.306,-16.108,20250603,LT,WO,롯데,키움,사직,박종철,22,4,250603_175238,20250603WOLT02025,,
직구,감보아,박수종,55532,52305,153,파울,,,,2,2,0,3,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.158,2.057,2.984,11.376,1.896,-8.919,1.148,6.356,3.263,1.583,50,-3.709,-136.169,-9.571,5.616,29.231,-10.764,20250603,LT,WO,롯데,키움,사직,박종철,22,5,250603_175301,20250603WOLT02025,,
슬라이더,감보아,박수종,55532,52305,139,파울,,,,2,2,0,3,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-1.184,1.759,-1.659,-1.325,-14.206,-33.757,1.539,6.097,3.263,1.583,50,-6.187,-124.279,-3.763,-2.632,21.542,-34.276,20250603,LT,WO,롯데,키움,사직,박종철,22,6,250603_175326,20250603WOLT02025,,
직구,감보아,박수종,55532,52305,153,파울,,,,2,2,0,3,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.153,4.075,2.857,10.633,-1.838,-9.896,1.122,6.532,3.263,1.583,50,-4.448,-137.537,-4.41,5.409,33.812,-12.043,20250603,LT,WO,롯데,키움,사직,박종철,22,7,250603_175353,20250603WOLT02025,,
커브,감보아,박수종,55532,52305,127,헛스윙,삼진,삼진,박수종 : 삼진 아웃;,2,2,0,3,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-1.389,2.125,-6.526,-8.233,-16.666,-51.21,1.158,6.388,3.263,1.583,50,-3.811,-113.849,0.01,-8.517,21.987,-42.919,20250603,LT,WO,롯데,키움,사직,박종철,22,8,250603_175420,20250603WOLT02025,-2.1,14.7
직구,감보아,송성문,55532,65357,152,스트라이크,,,,0,0,1,3,T,0,4,0,0,좌,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.249,3.251,4.742,11.885,2.989,-8.153,1.095,6.518,3.331,1.615,50,-3.932,-136.661,-6.964,8.911,31.893,-9.84,20250603,LT,WO,롯데,키움,사직,박종철,23,1,250603_175453,20250603WOLT02025,,
커브,감보아,송성문,55532,65357,129,타격,포스 아웃,땅볼 아웃,송성문 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃);,0,1,1,3,T,0,4,1,0,좌,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.173,2.108,-0.701,-6.508,-2.072,-46.67,1.346,6.4,3.331,1.615,50,-3.282,-116.614,-0.928,-0.962,22.674,-41.104,20250603,LT,WO,롯데,키움,사직,박종철,23,2,250603_175511,20250603WOLT02025,-1.3,13.4
슬라이더,감보아,최주환,55532,76267,141,볼,,,,0,0,2,3,T,0,4,0,0,좌,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.225,1.226,-1.196,3.955,-2.698,-24.51,1.901,6.181,3.228,1.566,50,-4.941,-126.646,-7.304,-1.958,23.999,-25.702,20250603,LT,WO,롯데,키움,사직,박종철,24,1,250603_175550,20250603WOLT02025,,
슬라이더,감보아,최주환,55532,76267,139,타격,필드 아웃,플라이 아웃,최주환 : 2루수 플라이 아웃;,1,0,2,3,T,0,4,1,0,좌,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.087,2.3,-2.876,-1.37,-1.047,-33.943,1.536,6.081,3.228,1.566,50,-3.079,-125.444,-2.348,-4.524,28.399,-34.33,20250603,LT,WO,롯데,키움,사직,박종철,24,2,250603_175608,20250603WOLT02025,-0.8,12.6
슬라이더,김연주,윤동희,54368,52591,125,볼,,,,0,0,0,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.582,1.504,-1.597,-0.078,18.982,-38.721,-1.041,5.214,3.446,1.671,50,6.33,-113.055,-1.08,-2.077,19.703,-32.276,20250603,LT,WO,롯데,키움,사직,박종철,25,1,250603_175850,20250603WOLT02025,,
