pitch_type,pitcher,batter,pitcher_ID,batter_ID,speed,pitch_result,pa_result,pa_result_detail,description,balls,strikes,outs,inning,inning_topbot,score_away,score_home,outs_on_play,runs_scored,stands,throws,on_1b,on_2b,on_3b,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,on_1b_id,on_2b_id,on_3b_id,pos_1_id,pos_2_id,pos_3_id,pos_4_id,pos_5_id,pos_6_id,pos_7_id,pos_8_id,pos_9_id,px,pz,pfx_x,pfx_z,pfx_x_raw,pfx_z_raw,x0,z0,sz_top,sz_bot,y0,vx0,vy0,vz0,ax,ay,az,game_date,home,away,home_alias,away_alias,stadium,referee,pa_number,pitch_number,pitchID,gameID,wpa_rt,after_we_rt
직구,김연주,윤동희,54368,52591,140,볼,,,,1,0,0,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-1.164,2.424,-11.665,3.829,-13.969,-25.606,-1.412,5.035,3.446,1.671,50,4.355,-125.678,-1.18,-18.507,27.376,-26.098,20250603,LT,WO,롯데,키움,사직,박종철,25,2,250603_175904,20250603WOLT02025,,
직구,김연주,윤동희,54368,52591,141,타격,포스 아웃,땅볼 아웃,윤동희 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃);,2,0,0,3,B,0,4,1,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.59,2.355,-9.683,6.783,7.075,-20.347,-1.17,5.053,3.446,1.671,50,7.542,-125.801,-2.505,-15.728,22.262,-21.156,20250603,LT,WO,롯데,키움,사직,박종철,25,3,250603_175922,20250603WOLT02025,-1,86.4
직구,김연주,전민재,54368,68205,139,스트라이크,,,,0,0,1,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.235,2.282,-9.981,5.133,2.818,-23.961,-1.245,5.047,3.325,1.613,50,6.823,-124.559,-1.889,-15.659,25.348,-24.122,20250603,LT,WO,롯데,키움,사직,박종철,26,1,250603_180005,20250603WOLT02025,,
직구,김연주,전민재,54368,68205,142,스트라이크,,,,0,1,1,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.656,1.734,-9.275,7.596,7.874,-19.164,-1.15,5.004,3.325,1.613,50,7.511,-126.928,-4.176,-14.988,28.266,-19.899,20250603,LT,WO,롯데,키움,사직,박종철,26,2,250603_180021,20250603WOLT02025,,
직구,김연주,전민재,54368,68205,142,볼,,,,0,2,1,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.797,3.066,-10.373,7.879,21.565,-18.729,-0.877,5.185,3.325,1.613,50,10.032,-126.881,-1.394,-16.76,28.103,-19.443,20250603,LT,WO,롯데,키움,사직,박종철,26,3,250603_180036,20250603WOLT02025,,
슬라이더,김연주,전민재,54368,68205,129,파울,,,,1,2,1,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.653,3.181,1.314,-0.112,7.84,-36.474,-1.099,5.273,3.325,1.613,50,3.646,-116.159,2.186,1.819,19.009,-32.329,20250603,LT,WO,롯데,키움,사직,박종철,26,4,250603_180053,20250603WOLT02025,,
체인지업,김연주,전민재,54368,68205,125,파울,,,,1,2,1,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.431,1.805,-8.492,0.496,5.173,-38.522,-0.968,5.272,3.325,1.613,50,5.556,-111.261,-0.569,-10.877,15.876,-31.539,20250603,LT,WO,롯데,키움,사직,박종철,26,5,250603_180114,20250603WOLT02025,,
직구,김연주,전민재,54368,68205,143,헛스윙,삼진,삼진,전민재 : 삼진 아웃;,1,2,1,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.596,3.882,-7.137,5.017,-7.148,-22.278,-1.196,5.216,3.325,1.613,50,3.867,-128.498,1.324,-11.886,27.598,-23.819,20250603,LT,WO,롯데,키움,사직,박종철,26,6,250603_180133,20250603WOLT02025,-0.8,85.6
커브,김연주,손호영,54368,50150,117,스트라이크,,,,0,0,2,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.225,2.461,2.085,-9.49,2.698,-59.62,-1.086,5.56,3.36,1.63,50,2.159,-105.018,3.878,2.334,17.399,-42.797,20250603,LT,WO,롯데,키움,사직,박종철,27,1,250603_180203,20250603WOLT02025,,
직구,김연주,손호영,54368,50150,140,스트라이크,,,,0,1,2,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.723,2.364,-7.842,8.283,8.677,-18.369,-0.964,5.179,3.36,1.63,50,6.724,-125.29,-3.19,-12.585,23.043,-18.881,20250603,LT,WO,롯데,키움,사직,박종철,27,2,250603_180222,20250603WOLT02025,,
체인지업,김연주,손호영,54368,50150,123,볼,,,,0,2,2,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,2.11,1.994,-9.804,3.417,25.323,-34.635,-0.718,5.315,3.36,1.63,50,9.021,-110.549,-0.955,-12.333,16.645,-27.876,20250603,LT,WO,롯데,키움,사직,박종철,27,3,250603_180243,20250603WOLT02025,,
슬라이더,김연주,손호영,54368,50150,126,볼,,,,1,2,2,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.601,1.063,3.653,0.443,19.214,-37.783,-0.994,5.117,3.36,1.63,50,4.748,-113.057,-2.029,4.768,18.965,-31.595,20250603,LT,WO,롯데,키움,사직,박종철,27,4,250603_180301,20250603WOLT02025,,
직구,김연주,손호영,54368,50150,143,파울,,,,2,2,2,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.746,3.437,-7.896,4.544,-8.946,-23.038,-1.218,5.019,3.36,1.63,50,3.793,-128.251,0.855,-13.146,26.614,-24.609,20250603,LT,WO,롯데,키움,사직,박종철,27,5,250603_180322,20250603WOLT02025,,
직구,김연주,손호영,54368,50150,141,타격,안타,안타,손호영 : 좌익수 앞 1루타;,2,2,2,3,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.084,2.858,-8.832,4.475,-1.012,-23.603,-1.125,5.032,3.36,1.63,50,5.503,-126.396,-0.521,-14.515,21.916,-24.82,20250603,LT,WO,롯데,키움,사직,박종철,27,6,250603_180348,20250603WOLT02025,0.6,86.2
슬라이더,김연주,유강남,54368,61102,127,볼,,,,0,0,2,3,B,0,4,0,0,우,우,손호영,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,50150,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.372,3.864,-4.355,-3.796,16.463,-44.081,-1.243,5.265,3.344,1.622,50,7.153,-113.883,5.11,-5.724,20.751,-37.164,20250603,LT,WO,롯데,키움,사직,박종철,28,1,250603_180432,20250603WOLT02025,,
직구,김연주,유강남,54368,61102,142,타격,포스 아웃,땅볼 아웃,유강남 : 유격수 땅볼 아웃 (유격수->1루수 송구아웃);,1,0,2,3,B,0,4,1,0,우,우,손호영,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,50150,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.6,1.86,-8.17,5.784,7.196,-21.323,-1.162,4.961,3.344,1.622,50,7.121,-127.545,-3.339,-13.511,25.256,-22.608,20250603,LT,WO,롯데,키움,사직,박종철,28,2,250603_180450,20250603WOLT02025,-1.1,85.1
직구,감보아,임지열,55532,64340,150,헛스윙,,,,0,0,0,4,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.162,3.439,5.601,8.888,1.947,-13.288,1.227,6.402,3.292,1.597,50,-4.779,-135.229,-4.948,10.346,30.144,-15.754,20250603,LT,WO,롯데,키움,사직,박종철,29,1,250603_180727,20250603WOLT02025,,
커브,감보아,임지열,55532,64340,128,볼,,,,0,1,0,4,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.753,4.61,-3.776,-9.234,-9.033,-52.108,1.26,6.67,3.292,1.597,50,-3.445,-114.492,5.163,-5.024,20.668,-44.46,20250603,LT,WO,롯데,키움,사직,박종철,29,2,250603_180744,20250603WOLT02025,,
커브,감보아,임지열,55532,64340,127,스트라이크,,,,1,1,0,4,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.402,2.113,-2.505,-8.556,4.825,-51.179,1.317,6.467,3.292,1.597,50,-1.332,-114.8,-0.201,-3.314,23.026,-43.49,20250603,LT,WO,롯데,키움,사직,박종철,29,3,250603_180801,20250603WOLT02025,,
슬라이더,감보아,임지열,55532,64340,143,볼,,,,1,2,0,4,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.751,1.461,-1.881,-0.99,-9.014,-31.169,1.532,6.095,3.292,1.597,50,-5.205,-129.099,-5.199,-3.186,25.934,-33.851,20250603,LT,WO,롯데,키움,사직,박종철,29,4,250603_180819,20250603WOLT02025,,
직구,감보아,임지열,55532,64340,150,볼,,,,2,2,0,4,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,2.294,3.062,4.989,12.355,27.526,-7.998,1.306,6.499,3.292,1.597,50,0.908,-135.333,-7.378,9.175,31.819,-9.451,20250603,LT,WO,롯데,키움,사직,박종철,29,5,250603_180836,20250603WOLT02025,,
직구,감보아,임지열,55532,64340,153,타격,포스 아웃,땅볼 아웃,임지열 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃);,3,2,0,4,T,0,4,1,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.645,2.563,4.889,12.016,-7.74,-7.679,0.981,6.364,3.292,1.597,50,-6.113,-136.499,-8.543,9.288,28.106,-9.348,20250603,LT,WO,롯데,키움,사직,박종철,29,6,250603_180915,20250603WOLT02025,-2.2,12.7
직구,감보아,김건희,55532,53312,152,볼,,,,0,0,1,4,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.118,1.331,7.125,9.826,-1.413,-11.618,1.023,6.096,3.387,1.643,50,-5.528,-136.416,-10.172,13.254,33.599,-13.895,20250603,LT,WO,롯데,키움,사직,박종철,30,1,250603_180950,20250603WOLT02025,,
슬라이더,감보아,김건희,55532,53312,139,타격,포스 아웃,땅볼 아웃,김건희 : 유격수 땅볼 아웃 (유격수->1루수 송구아웃);,1,0,1,4,T,0,4,1,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.304,2.271,-1.853,-1.515,-3.646,-33.492,1.495,6.141,3.387,1.643,50,-3.88,-125.379,-2.686,-2.994,21.844,-34.621,20250603,LT,WO,롯데,키움,사직,박종철,30,2,250603_181010,20250603WOLT02025,-1.2,11.5
직구,감보아,이형종,55532,78135,151,헛스윙,,,,0,0,2,4,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.179,3.11,1.946,9.522,-2.146,-12.226,1.002,6.427,3.303,1.602,50,-3.829,-135.558,-6.139,3.604,30.927,-14.538,20250603,LT,WO,롯데,키움,사직,박종철,31,1,250603_181049,20250603WOLT02025,,
직구,감보아,이형종,55532,78135,153,볼,,,,0,1,2,4,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.085,3.893,2.871,11.026,1.014,-9.325,0.845,6.608,3.303,1.602,50,-3.059,-137.003,-5.231,5.429,31.679,-11.323,20250603,LT,WO,롯데,키움,사직,박종철,31,2,250603_181107,20250603WOLT02025,,
체인지업,감보아,이형종,55532,78135,136,헛스윙,,,,1,1,2,4,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.519,2.922,6.423,5.919,-6.232,-23.805,1.112,6.226,3.303,1.602,50,-5.965,-121.665,-3.19,9.769,20.576,-23.171,20250603,LT,WO,롯데,키움,사직,박종철,31,3,250603_181126,20250603WOLT02025,,
직구,감보아,이형종,55532,78135,153,볼,,,,1,2,2,4,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.468,4.116,5.056,9.949,5.612,-10.914,1.04,6.549,3.303,1.602,50,-3.322,-136.898,-4.118,9.598,30.154,-13.29,20250603,LT,WO,롯데,키움,사직,박종철,31,4,250603_181148,20250603WOLT02025,,
커브,감보아,이형종,55532,78135,131,헛스윙,삼진,삼진,이형종 : 삼진 아웃;,2,2,2,4,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.863,1.39,-7.519,-7.562,-10.351,-47.981,1.079,6.383,3.303,1.602,50,-2.236,-117.982,-2.296,-10.369,26.988,-42.602,20250603,LT,WO,롯데,키움,사직,박종철,31,5,250603_181208,20250603WOLT02025,-0.8,10.7
커브,김연주,정훈,54368,60523,113,스트라이크,,,,0,0,0,4,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.569,2.905,5.503,-7.595,6.823,-60.449,-1.017,5.739,3.334,1.617,50,1.734,-100.886,4.391,5.679,16.208,-40.012,20250603,LT,WO,롯데,키움,사직,박종철,32,1,250603_181420,20250603WOLT02025,,
커브,김연주,정훈,54368,60523,114,파울,,,,0,1,0,4,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.931,0.918,5.701,-10.336,-11.176,-63.409,-1.248,5.534,3.334,1.617,50,-0.855,-102.375,1.35,6.044,17.078,-43.131,20250603,LT,WO,롯데,키움,사직,박종철,32,2,250603_181434,20250603WOLT02025,,
직구,김연주,정훈,54368,60523,142,볼,,,,0,2,0,4,B,0,4,0,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,2.265,3.611,-8.847,9.909,27.174,-15.486,-0.678,5.494,3.334,1.617,50,10.222,-126.835,-1.482,-14.338,27.177,-16.114,20250603,LT,WO,롯데,키움,사직,박종철,32,3,250603_181457,20250603WOLT02025,,
직구,김연주,정훈,54368,60523,140,타격,포스 아웃,땅볼 아웃,정훈 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃);,1,2,0,4,B,0,4,1,0,우,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.603,2.689,-10.677,6.136,7.236,-21.876,-1.096,5.018,3.334,1.617,50,7.648,-125.356,-1.253,-17.036,24.681,-22.383,20250603,LT,WO,롯데,키움,사직,박종철,32,4,250603_181517,20250603WOLT02025,-0.8,88.5
직구,김연주,장두성,54368,68507,142,파울,,,,0,0,1,4,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-0.949,2.451,-11.297,4.173,-11.392,-23.903,-1.333,4.92,3.234,1.568,50,4.665,-127.465,-1.204,-18.639,25.493,-25.289,20250603,LT,WO,롯데,키움,사직,박종철,33,1,250603_181557,20250603WOLT02025,,
직구,김연주,장두성,54368,68507,141,타격,필드 아웃,플라이 아웃,장두성 : 우익수 플라이 아웃;,0,1,1,4,B,0,4,1,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.459,3.078,-4.282,7.171,5.511,-20.059,-1.087,5.07,3.234,1.568,50,5.227,-126.131,-0.796,-6.871,26.556,-20.666,20250603,LT,WO,롯데,키움,사직,박종철,33,2,250603_181618,20250603WOLT02025,-0.7,87.8
직구,김연주,고승민,54368,69517,143,스트라이크,,,,0,0,2,4,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.353,1.991,-7.935,6.53,4.242,-20.252,-1.168,4.912,3.457,1.677,50,6.43,-127.492,-3.107,-13.079,25.859,-21.41,20250603,LT,WO,롯데,키움,사직,박종철,34,1,250603_181655,20250603WOLT02025,,
커브,김연주,고승민,54368,69517,115,볼,,,,0,1,2,4,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,1.004,0.7,4.941,-8.529,12.047,-59.608,-1.273,5.351,3.457,1.677,50,3.338,-103.679,0.644,5.343,18.4,-41.396,20250603,LT,WO,롯데,키움,사직,박종철,34,2,250603_181712,20250603WOLT02025,,
커브,김연주,고승민,54368,69517,113,볼,,,,1,1,2,4,B,0,4,0,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,-1.258,4.334,5.871,-10.758,-15.095,-64.56,-1.385,5.655,3.457,1.677,50,-1.281,-101.457,8.16,6.174,15.234,-43.486,20250603,LT,WO,롯데,키움,사직,박종철,34,3,250603_181729,20250603WOLT02025,,
슬라이더,김연주,고승민,54368,69517,124,타격,필드 아웃,플라이 아웃,고승민 : 중견수 플라이 아웃;,2,1,2,4,B,0,4,1,0,좌,우,,,,김연주,김건희,최주환,송지후,오선진,어준서,이형종,박수종,임지열,,,,54368,53312,76267,54394,78756,55392,78135,52305,64340,0.042,2.722,3.278,-3.511,0.508,-45.558,-1.321,5.133,3.457,1.677,50,2.058,-111.549,3.042,4.095,21.693,-36.56,20250603,LT,WO,롯데,키움,사직,박종철,34,4,250603_181748,20250603WOLT02025,-0.5,87.3
직구,감보아,오선진,55532,78756,149,볼,,,,0,0,0,5,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.241,3.612,2.152,8.83,-2.892,-13.475,0.998,6.422,3.247,1.575,50,-4.041,-134.885,-4.491,3.961,29.529,-15.917,20250603,LT,WO,롯데,키움,사직,박종철,35,1,250603_182003,20250603WOLT02025,,
체인지업,감보아,오선진,55532,78756,137,스트라이크,,,,1,0,0,5,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.274,1.786,8.883,7.568,-3.284,-20.962,1.607,6.194,3.247,1.575,50,-7.372,-121.655,-6.455,13.635,18.451,-20.558,20250603,LT,WO,롯데,키움,사직,박종철,35,2,250603_182020,20250603WOLT02025,,
커브,감보아,오선진,55532,78756,125,스트라이크,,,,1,1,0,5,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.669,3.235,0.044,-8.168,-8.026,-52.288,1.305,6.623,3.247,1.575,50,-4.373,-112.068,2.141,0.055,20.998,-42.52,20250603,LT,WO,롯데,키움,사직,박종철,35,3,250603_182038,20250603WOLT02025,,
직구,감보아,오선진,55532,78756,152,파울,,,,1,2,0,5,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.633,3.17,3.31,10.046,7.593,-10.828,1.012,6.412,3.247,1.575,50,-2.185,-137.308,-6.319,6.263,32.9,-13.165,20250603,LT,WO,롯데,키움,사직,박종철,35,4,250603_182053,20250603WOLT02025,,
직구,감보아,오선진,55532,78756,152,볼,,,,1,2,0,5,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.101,4.935,5.125,10.214,-1.207,-10.95,1.193,6.645,3.247,1.575,50,-5.251,-136.327,-2.139,9.56,32.453,-13.122,20250603,LT,WO,롯데,키움,사직,박종철,35,5,250603_182117,20250603WOLT02025,,
슬라이더,감보아,오선진,55532,78756,135,파울,,,,2,2,0,5,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.435,3.202,-0.271,-0.661,5.224,-34.567,1.939,6.39,3.247,1.575,50,-3.524,-121.431,-0.739,-0.405,23.365,-33.162,20250603,LT,WO,롯데,키움,사직,박종철,35,6,250603_182137,20250603WOLT02025,,
직구,감보아,오선진,55532,78756,151,볼,,,,2,2,0,5,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.165,6.174,4.418,9.793,-1.98,-11.743,1.239,6.691,3.247,1.575,50,-5.287,-135.392,1.234,8.204,29.436,-13.988,20250603,LT,WO,롯데,키움,사직,박종철,35,7,250603_182203,20250603WOLT02025,,
직구,감보아,오선진,55532,78756,150,타격,포스 아웃,땅볼 아웃,오선진 : 유격수 땅볼 아웃 (유격수->1루수 송구아웃);,3,2,0,5,T,0,4,1,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.007,2.872,1.374,11.033,-0.082,-9.923,0.919,6.482,3.247,1.575,50,-2.946,-135.213,-7.425,2.54,29.823,-11.773,20250603,LT,WO,롯데,키움,사직,박종철,35,8,250603_182226,20250603WOLT02025,-2.2,10.5
직구,감보아,송지후,55532,54394,149,파울,,,,0,0,1,5,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.137,2.667,6.231,8.555,1.644,-14.767,1.329,6.188,3.195,1.55,50,-5.244,-133.672,-6.005,11.106,32.835,-16.927,20250603,LT,WO,롯데,키움,사직,박종철,36,1,250603_182305,20250603WOLT02025,,
직구,감보아,송지후,55532,54394,151,헛스윙,,,,0,1,1,5,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.162,2.633,2.94,13.631,-1.947,-5.78,1.016,6.527,3.195,1.55,50,-4.171,-135.718,-9.124,5.454,31.188,-6.886,20250603,LT,WO,롯데,키움,사직,박종철,36,2,250603_182326,20250603WOLT02025,,
슬라이더,감보아,송지후,55532,54394,140,볼,,,,0,2,1,5,T,0,4,0,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.949,1.485,-2.131,1.213,11.387,-28.831,1.752,6.092,3.195,1.55,50,-1.319,-126.257,-5.526,-3.485,22.474,-30.189,20250603,LT,WO,롯데,키움,사직,박종철,36,3,250603_182347,20250603WOLT02025,,
슬라이더,감보아,송지후,55532,54394,141,타격,포스 아웃,땅볼 아웃,송지후 : 3루수 땅볼 아웃 (3루수->1루수 송구아웃);,1,2,1,5,T,0,4,1,0,우,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,,,,,,,,,,,,,,,,,,20250603,LT,WO,롯데,키움,사직,박종철,36,4,-1,20250603WOLT02025,-1.2,9.3
직구,감보아,어준서,55532,55392,151,볼,,,,0,0,2,5,T,0,4,0,0,좌,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.271,1.304,2.573,11.668,-3.257,-8.883,0.88,6.303,3.351,1.625,50,-3.969,-136.552,-11.385,4.762,35.648,-10.582,20250603,LT,WO,롯데,키움,사직,박종철,37,1,250603_182453,20250603WOLT02025,,
직구,감보아,어준서,55532,55392,150,볼,,,,1,0,2,5,T,0,4,0,0,좌,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,-0.47,-0.036,4.197,13.143,-5.643,-7.247,1.423,6.144,3.351,1.625,50,-6.433,-134.274,-14.721,7.585,31.776,-8.417,20250603,LT,WO,롯데,키움,사직,박종철,37,2,250603_182511,20250603WOLT02025,,
직구,감보아,어준서,55532,55392,147,타격,필드 아웃,플라이 아웃,어준서 : 우익수 플라이 아웃;,2,0,2,5,T,0,4,1,0,좌,좌,,,,감보아,유강남,정훈,고승민,손호영,전민재,레이예스,장두성,윤동희,,,,55532,61102,60523,69517,50150,68205,54529,68507,52591,0.307,3.569,2.738,7.615,3.682,-16.607,1.208,6.375,3.351,1.625,50,-3.271,-132.67,-3.702,4.816,31.872,-18.78,20250603,LT,WO,롯데,키움,사직,박종철,37,3,250603_182539,20250603WOLT02025,-0.8,8.5
